contractId,stockSymbol,buyerMemberId,sellerMemberId,contractQuantity,contractRate,contractAmount,businessDate,tradeBookId,stockId,buyerBrokerName,sellerBrokerName,tradeTime,securityName
2026091703014272,SIFC,77,58,55,484.0,26620.0,2026-09-17,199091919,244,Nabil Stock Dealer Ltd.,Naasa Securities Co. Ltd.,2026-09-17T14:59:59.990075,Shree Investment Finance Co. Ltd.
2026091703014271,NABBC,71,49,11,793.0,8723.0,2026-09-17,199091917,172,SHUBHAKAMANA SECURITIES PVT. LTD,Online Securities Pvt. Ltd.,2026-09-17T14:59:59.977341,Narayani Development Bank Limited
2026091705012287,MANDU,49,59,10,701.1,7011.0,2026-09-17,199091913,9212,Online Securities Pvt. Ltd.,Deevyaa Securities & Stock House Pvt. Ltd,2026-09-17T14:59:59.9407,Mandu Hydropower Limited
2026091704014130,NICL,28,19,10,461.0,4610.0,2026-09-17,199091914,176,Shree Krishna Securities Ltd.,Nepal Investment And Securities Trading Private Limited,2026-09-17T14:59:59.937536,Nepal Insurance Co. Ltd.
2026091704014129,NICL,28,58,14,459.0,6426.0,2026-09-17,199091910,176,Shree Krishna Securities Ltd.,Naasa Securities Co. Ltd.,2026-09-17T14:59:59.93751,Nepal Insurance Co. Ltd.
2026091704014128,NICL,28,26,65,458.0,29770.0,2026-09-17,199091908,176,Shree Krishna Securities Ltd.,Asian Securities Private Ltd.,2026-09-17T14:59:59.937468,Nepal Insurance Co. Ltd.
2026091703014270,SAIL,58,74,80,998.1,79848.0,2026-09-17,199091906,9301,Naasa Securities Co. Ltd.,KALASH STOCK MARKET PVT. LTD.,2026-09-17T14:59:59.930285,Shreenagar Agritech Industries Limited
2026091703014269,KAHL,14,35,40,495.0,19800.0,2026-09-17,199091905,9346,Nepal Stock House (PVT) Ltd.,Kohinoor Investment & Securities Pvt. Ltd.,2026-09-17T14:59:59.925774,Kalanga Hydro Limited
2026091703014268,TPKHL,7,48,10,504.6,5046.0,2026-09-17,199091902,9343,J.F. Securites (PVT) Ltd.,Trishakti Securities Public Limited,2026-09-17T14:59:59.920213,Taksar Pikhuwa Khola Hydropower Limited
2026091701011039,NBL,58,33,100,288.5,28850.0,2026-09-17,199091900,517,Naasa Securities Co. Ltd.,Dakshinkali Investment & Securities Pvt. Ltd.,2026-09-17T14:59:59.889387,Nepal Bank Limited
2026091704014127,API,45,6,20,335.6,6712.0,2026-09-17,199091899,697,Imperial Securities Company Pvt. Ltd.,Agrawal Securities (PVT) Ltd.,2026-09-17T14:59:59.879232,Api Power Company Ltd.
2026091704014126,HPPL,50,45,10,387.0,3870.0,2026-09-17,199091897,2767,Cristal Kanchanjanga Securites Pvt. Ltd.,Imperial Securities Company Pvt. Ltd.,2026-09-17T14:59:59.858128,Himalayan Power Partner Ltd.
2026091704014125,LEC,58,84,4000,252.1,1008400.0,2026-09-17,199091894,2903,Naasa Securities Co. Ltd.,MILKY WAY SHARE BROKER COMPANY LTD ,2026-09-17T14:59:59.854263,Liberty Energy Company Limited
2026091701011038,SAPIL,62,74,20,1389.8,27796.0,2026-09-17,199091893,9353,Capital Max Securities Ltd,KALASH STOCK MARKET PVT. LTD.,2026-09-17T14:59:59.832942,Sarvottam Paints Industries Limited
2026091704014124,SSHL,29,41,874,213.0,186162.0,2026-09-17,199091891,2907,Trisul Securities & Invt. Ltd.,Linch Stock Market Ltd.,2026-09-17T14:59:59.821903,Shiva Shree Hydropower Ltd
2026091704014123,SSHL,29,38,76,213.0,16188.0,2026-09-17,199091888,2907,Trisul Securities & Invt. Ltd.,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,2026-09-17T14:59:59.821875,Shiva Shree Hydropower Ltd
